25 1 1508.72
28 1 1504.28
29 1 1499.99
30 1 1499.02
31 1 1502.52
01 2 1501.37
04 2 1500.21
05 2 1492.98
06 2 1480.6
07 2 1481.83
08 2 1487.45
11 2 1479.08
12 2 1469.68
13 2 1468.36
14 2 1463
15 2 1452.89
18 2 1455.77
19 2 1456.47
20 2 1461.14
21 2 1463.46
22 2 1464.61
25 2 1468.69
